,result,table,_time,cpuUsage,diskRead,diskUsage,diskWrite,memoryUsage,networkDownload,networkUpload
,_result,0,2026-09-03T03:42:08.074Z,52.47,5385185.086465681,38.96,5303020.397382819,97.96,6145207.602397718,5467305.523877296
,_result,0,2026-09-03T03:42:11.969Z,74.22,3955260.251478564,69.43,3824498.0124168037,96.82,7519812.867669782,912865.729970137
,_result,0,2026-09-03T03:42:18.083Z,15.05,8160990.645617271,5.28,447430.3084690845,0.12,5286939.593815576,9237589.058222372
,_result,0,2026-09-03T03:42:21.978Z,24.25,8386592.238782658,9.84,8334953.029351945,19.4,8507659.726635966,9352668.819132956
,_result,0,2026-09-03T03:42:28.092Z,61.94,6490974.949186593,45.62,6378366.700639445,91.35,1442360.2593196128,7404004.4397747535
,_result,0,2026-09-03T03:42:31.991Z,48.05,5898188.014194022,26.13,7719259.128470973,82.04,2344902.1788877244,8001898.675251992
,_result,0,2026-09-03T03:42:38.102Z,17.41,1615486.5232988081,6.69,3816325.6773322406,18.37,46478.69021908168,5699376.845918896
,_result,0,2026-09-03T03:42:42Z,81.5,1547024.648448626,22,9364682.627171148,46.58,8398931.030607902,6659566.232172886
,_result,0,2026-09-03T03:42:48.115Z,16.44,9250178.919222904,98.1,3661062.837328394,96.81,3377468.5641378155,1405073.0590698945
,_result,0,2026-09-03T03:42:52.013Z,16.73,6876764.693959622,84.16,355747.212275922,28.09,1758335.0254070696,7137299.144388947
,_result,0,2026-09-03T03:42:58.145Z,4.81,288847.68217549816,62.68,9860112.656205988,66.98,5434532.275685324,2489060.938795612
,_result,0,2026-09-03T03:43:02.022Z,10.36,1406216.183982244,88.06,5407506.203832305,29.16,3820579.171461057,774688.4447862479
,_result,0,2026-09-03T03:43:08.151Z,83.14,680652.1374051789,15.41,2924738.5834541186,40.35,7199539.355264972,7847818.455814056
,_result,0,2026-09-03T03:43:12.034Z,67.32,1724812.3748592436,32.4,1719570.0584261552,85.71,1032991.6489762525,6278264.108739248
,_result,0,2026-09-03T03:44:18.185Z,70.9,5973499.680791423,8.39,4816508.610188481,41.93,4396226.27516292,9996044.506939992
,_result,0,2026-09-03T03:44:22.068Z,97.39,6003587.115595684,94.07,960731.2286092706,52.12,1363671.7184127467,1764404.4985861261
,_result,0,2026-09-03T03:44:28.202Z,69.37,9050475.186404815,67,1217019.2484048402,73.36,3160912.899368722,6590213.56136964
,_result,0,2026-09-03T03:44:32.081Z,29.06,8678746.770891462,78.15,6792680.150716979,67.27,2571916.322396609,3376780.8253262765
,_result,0,2026-09-03T03:44:38.21Z,62.98,1661769.8965250705,75.69,7636927.834371067,40.66,6800848.526821157,464526.85812926275
,_result,0,2026-09-03T03:44:42.09Z,88.6,8470327.371489437,26.97,8031009.3143484965,64.5,937590.685065568,1246400.374118094
,_result,0,2026-09-03T03:44:48.219Z,48.66,5153987.134836968,18.19,6225233.761263478,18.06,5781986.2012773305,2419336.7108725538
,_result,0,2026-09-03T03:44:52.097Z,80.24,3162360.6045587594,59.05,4967769.153550253,42.52,8412447.076078005,1393170.2005610114
,_result,0,2026-09-03T03:44:58.229Z,11.69,4217052.919287327,55.48,5246143.473155826,42.2,1024725.5372685216,5547163.892104046
,_result,0,2026-09-03T03:45:02.107Z,20.53,8155424.30034419,84.6,9890948.164700018,42.89,9257304.015105903,4255907.968403455
,_result,0,2026-09-03T03:45:08.237Z,74.52,6885695.102812759,45.29,506853.3735667458,30.35,5424283.515619723,1079567.636922779
,_result,0,2026-09-03T03:45:12.117Z,82.42,5006678.99399761,90.1,8451122.857635155,1.42,5923640.6303837495,4545024.446753884
,_result,0,2026-09-03T03:45:18.427Z,45.08,256109.409342814,91.13,3838432.733912742,77.23,3173643.652938849,719614.5789076147
,_result,0,2026-09-03T03:45:22.13Z,1.93,4509729.499004974,14.58,901134.0429532278,69.45,961301.4064565185,5692511.6570822485
,_result,0,2026-09-03T03:45:28.436Z,21,4488459.181649613,99.57,1779516.8862996225,80.87,3656474.198131345,6118384.742659515
,_result,0,2026-09-03T03:45:32.139Z,93.81,2085509.195156371,51.54,2411646.1026771,24.55,779218.2572084039,2927332.1330971504
,_result,0,2026-09-03T03:45:38.444Z,91.99,5504784.050292729,35,2850148.443536524,16.63,1533290.5519850603,8463123.290167982
,_result,0,2026-09-03T03:45:42.15Z,27.07,4696235.836923934,73.8,1156125.1671099714,99.68,3566094.596679512,9340643.774317045
,_result,0,2026-09-03T03:45:48.452Z,49.77,6075736.562269503,60.59,3199862.8582509547,43.62,7178162.99148577,5048108.920889668
,_result,0,2026-09-03T03:45:52.158Z,2.43,5561044.816220304,28.95,3206320.7608305956,35.16,95050.2944984244,5737362.664435585
,_result,0,2026-09-03T03:45:58.462Z,39.05,2307921.3451549173,30.94,5845790.127461629,41.84,5205113.729330887,7611430.067212323
,_result,0,2026-09-03T03:46:02.167Z,62.8,9671390.049484642,18.24,327006.8325762676,98.14,6370187.944278845,5170048.437904321
,_result,0,2026-09-03T03:46:08.471Z,67.93,2136066.451752633,87.2,2959814.973740569,71.29,4092897.096090885,1743808.007043246
,_result,0,2026-09-03T03:46:12.176Z,39.84,7213654.766258993,95.89,6631802.094842961,57.65,758860.9155380799,3444956.7088114917
,_result,0,2026-09-03T03:46:18.48Z,18.65,9997163.151645461,46.34,4019689.919066177,66.8,9287014.718959497,8057943.623691472
,_result,0,2026-09-03T03:46:22.186Z,51.18,6205070.696407438,11.12,2047696.2121163101,41.48,1048195.2976082031,6677890.287457794
,_result,0,2026-09-03T03:46:28.488Z,6.76,2832379.6562634683,11.41,303427.4041780349,13.15,1395129.7572548792,8895027.721240167
,_result,0,2026-09-03T03:46:32.194Z,52.1,3632672.1655633664,66.1,9735450.543803088,57.15,3598282.700859987,2875394.754712979
,_result,0,2026-09-03T03:46:38.496Z,83.14,35250.42608743645,45.25,1968005.161284362,38.9,9203584.051744748,4467159.283876732
,_result,0,2026-09-03T03:46:42.204Z,31.21,5891604.947025145,89.77,9949674.636226898,92.33,698132.7706676122,3079812.9789498043
,_result,0,2026-09-03T03:46:48.509Z,64.45,3015136.796062682,61.77,1224614.7801188577,16.2,376266.903866237,677923.6726084515
,_result,0,2026-09-03T03:46:52.215Z,32.52,8079444.211041103,10.86,9776451.74111321,83.63,7588943.679787952,9881792.483024228
,_result,0,2026-09-03T03:46:58.52Z,57.95,8481665.31641042,59.64,8421726.563604139,94.25,6154061.543222395,3977261.581126318
,_result,0,2026-09-03T03:47:02.223Z,77.85,2626953.040350889,38.51,9992377.215090169,22.21,1437584.490719196,6893958.741015015
,_result,0,2026-09-03T03:47:08.532Z,83.95,2209675.5266048396,14.04,1303548.5852754859,46.5,1815909.0346821027,5282545.449713415
,_result,0,2026-09-03T03:47:12.231Z,41.52,1615155.8109569964,27.11,7263939.269948552,60.15,4697540.572163093,2583410.957123341
,_result,0,2026-09-03T03:47:21.735Z,22.16,7234043.988094013,19.49,8510279.185098337,64.45,8775165.05853391,219640.81340543728
,_result,0,2026-09-03T03:47:22.239Z,61.09,496833.9087131857,38.18,6820030.190459914,89.63,7822838.5310883755,5997957.895308345
,_result,0,2026-09-03T03:47:31.848Z,76.76,4865728.167671128,57.73,3808115.039972064,89.4,1087511.5465420594,8763680.554737933
,_result,0,2026-09-03T03:47:32.248Z,53.8,263555.93086131115,53.09,152410.20448400365,5.76,3933219.566260662,1140826.3732669388
,_result,0,2026-09-03T03:47:41.859Z,58.99,8701038.715140129,12.31,9570185.067088813,90.1,2385006.767122925,8661425.814838022
,_result,0,2026-09-03T03:47:42.257Z,9.88,248020.11826993042,29.11,4539542.292514541,30.01,6317937.008993443,4515269.617544001
,_result,0,2026-09-03T03:47:51.869Z,77.67,8147596.308287002,64.78,7669337.065975194,38.89,1436692.3971364233,6267943.719014416
,_result,0,2026-09-03T03:47:52.267Z,68.68,4856572.335370122,2.43,2172571.0440896717,80.93,3806127.630103713,9287462.778141288
,_result,0,2026-09-03T03:48:01.9Z,91.99,8848002.728278339,68.45,7637161.088483569,79.81,4501707.197788169,6602591.204356186
,_result,0,2026-09-03T03:48:02.276Z,24.53,3338331.0685867984,41.44,7518738.051611796,84.39,3182134.628363936,9089615.322976213
,_result,0,2026-09-03T03:48:11.911Z,92.41,6058696.668704673,6.84,3330372.0197207266,39.75,8658048.243900668,2543154.329859506
,_result,0,2026-09-03T03:48:12.286Z,7.75,5319484.062465857,6.69,9199802.105933819,93.26,6738289.343920502,7855704.567910885
,_result,0,2026-09-03T03:48:21.922Z,84.1,7725643.111032601,15.47,7053513.179952299,81.7,1807246.403554902,6984658.46563264
,_result,0,2026-09-03T03:48:22.294Z,3.98,2920922.023648096,7.24,6794370.267384476,95.16,9356194.58869642,2238205.3538974277
,_result,0,2026-09-03T03:48:31.941Z,87.12,466532.9671941176,74.21,2602914.5948719312,73.5,4256674.181993417,9778039.662740527
,_result,0,2026-09-03T03:48:32.303Z,98.84,8894476.632746063,24.9,2069119.201614661,16.96,3356681.6183802215,3508166.5082426593
,_result,0,2026-09-03T03:48:41.95Z,27.77,3501692.359986903,1.68,5209903.859558887,19.38,4718444.687317766,3871242.6155006727
,_result,0,2026-09-03T03:48:42.312Z,97.91,7405535.058779293,12.14,4702462.7567020925,88.53,4733001.264745688,5092773.230697998
,_result,0,2026-09-03T03:48:51.96Z,56.6,2844186.2270707274,27.31,9251398.057345586,48.06,6531215.343910985,8454073.564303221
,_result,0,2026-09-03T03:48:52.323Z,80.48,1843072.6003948394,95.48,9397234.910477776,78.61,7360106.338353851,4266570.1545194965
,_result,0,2026-09-03T03:49:01.967Z,3.68,8281921.202807509,0.48,7373688.468990738,57.57,5928174.834705766,699827.5604823611
,_result,0,2026-09-03T03:49:02.339Z,95.99,7821998.509761762,70.67,8908072.32059649,67.83,3001765.0862099174,7959031.4977874365
,_result,0,2026-09-03T03:49:11.975Z,26.19,9352098.369016457,47.86,7577379.893159848,54.38,3496502.361236348,1456901.087940724
,_result,0,2026-09-03T03:49:12.348Z,29.6,6153982.076085956,77.41,2055866.0397826633,73.48,1687955.940961111,9575144.802417656
,_result,0,2026-09-03T03:49:31.986Z,6.04,2864443.3714693217,90.82,6751608.236454427,20.22,7538276.399086927,9984036.13104967
,_result,0,2026-09-03T03:49:32.358Z,39.97,9234277.827163385,42.58,8853446.95890499,17.88,6095788.643309915,5813855.151350449
,_result,0,2026-09-03T03:49:42.918Z,70.03,9057235.77166933,50.41,1480626.986939486,5.55,6775001.592918463,3835999.1374353985
,_result,0,2026-09-03T03:49:52.945Z,46.46,2035057.8783418294,35.35,2572708.446068056,35.27,3041105.6912975274,1694930.1477116274
,_result,0,2026-09-03T03:49:52.968Z,54.49,9758443.433196016,66.64,1066231.1668590528,17.42,5377402.3270977,8589928.593665404
,_result,0,2026-09-03T03:50:02.957Z,99.99,1899837.0027062683,94.39,2709246.4564448837,58.09,3437439.8271573815,1323629.4284392113
,_result,0,2026-09-03T03:50:02.992Z,5.08,1475863.7188115865,78.42,4183912.191139143,57.59,6490553.597147735,2269895.612945355
,_result,0,2026-09-03T03:50:12.97Z,28.66,6873622.059106724,13.23,1666315.1535469156,38.59,3325494.2140049506,3798765.195141801
,_result,0,2026-09-03T03:50:13.004Z,97.8,7433747.421906359,73.88,5300824.622352693,18.53,5229646.7116371235,7440465.507994764
,_result,0,2026-09-03T03:50:22.982Z,0.23,8088539.070132172,38.81,721857.5553017848,34.01,586170.8883271944,9765222.923770677
,_result,0,2026-09-03T03:50:23.014Z,99.53,2000692.4383037395,97.95,8186636.340352633,50.85,2147605.9124522186,5282085.214853793
,_result,0,2026-09-03T03:50:32.993Z,98.13,8171553.253397283,56.73,2546338.318792294,21.02,9240538.279051237,3132352.63262172
,_result,0,2026-09-03T03:50:33.036Z,35.76,9944380.080866132,35.87,2886096.9378390657,47.73,2691515.25635549,9754384.121813906
,_result,0,2026-09-03T03:50:43.006Z,64.43,7418943.57189839,1.38,1841928.739579376,14.4,2801285.7404849776,6376239.739851442
,_result,0,2026-09-03T03:50:43.046Z,89.47,9143197.730809659,44.97,3527062.2564374143,33.44,436893.1386963559,1121159.552102925
,_result,0,2026-09-03T03:50:53.019Z,30.31,117508.27444199196,97.12,5812871.641380833,61.12,5810933.069795853,4868551.129237355
,_result,0,2026-09-03T03:50:53.056Z,44.35,9956538.019536326,66.67,3436328.6632887325,58.46,1049851.691388012,2420744.1373754735
,_result,0,2026-09-03T03:51:03.028Z,80.38,8909921.65244016,71.08,7308861.336833775,27,870554.2953515133,1821809.380137639
,_result,0,2026-09-03T03:51:03.064Z,40.42,5322360.47503468,54.96,4275280.598432665,94.26,4793509.978421746,926638.9908593509
,_result,0,2026-09-03T03:51:13.041Z,61.66,5131742.388008406,89.71,1275160.4498628587,81.64,4819582.9391468605,8496540.320508895
,_result,0,2026-09-03T03:51:13.075Z,47.33,601056.7808972833,45.25,7618870.818279343,9.53,5488296.299579296,5507450.378685913
,_result,0,2026-09-03T03:51:23.06Z,24.31,7606231.469922837,26.33,7951023.3372304775,54.16,1437901.3115804608,6149115.69969995
,_result,0,2026-09-03T03:51:23.086Z,25.22,2210076.8349517854,3.89,477130.86014162574,36.83,8396025.225910727,7266004.620749301
,_result,0,2026-09-03T03:51:33.072Z,35.77,6784677.361982769,24.57,2475372.7203489393,60.09,8645399.097293193,1468204.75153143
,_result,0,2026-09-03T03:51:33.111Z,8,6462969.41689606,14.57,4613187.685085277,27.64,3786393.3483503475,5315840.983286651
,_result,0,2026-09-03T03:51:43.086Z,50.24,4989475.831919083,99.11,4239425.9836422345,19.31,410708.25074058236,2239043.176273019
,_result,0,2026-09-03T03:51:43.12Z,8.7,6136900.645302407,45.57,7136971.091262485,25.97,4111694.164241819,2264507.399998048
,_result,0,2026-09-03T03:51:53.096Z,11.92,8200743.819562423,54.36,8541379.285034236,20.75,8072530.663303436,669097.6721895935
,_result,0,2026-09-03T03:51:53.13Z,0.9,3318745.1014754665,30.21,1722705.1219810075,14.47,6491792.587364618,9926253.17355579
,_result,0,2026-09-03T03:52:03.106Z,19.17,5728679.849239579,16.69,9358355.953472348,98.51,696550.6239716213,7288141.835437706
,_result,0,2026-09-03T03:52:03.137Z,65.11,755006.1628938776,4.73,4379639.719003681,52.63,1213158.5644510102,3765831.4137815805
,_result,0,2026-09-03T03:52:13.113Z,95.31,6304488.203779961,83.58,5553599.467920941,41.88,5345534.905417865,222078.22761989405
,_result,0,2026-09-03T03:52:13.145Z,31.04,1836606.6373779266,53.66,7082715.434602914,65.77,6465924.017345822,2955003.9349801405
,_result,0,2026-09-03T03:52:23.121Z,34.91,9400092.427278847,72.4,7198089.505192982,54.84,8381819.869257997,2645874.832207905
,_result,0,2026-09-03T03:52:23.155Z,71.75,521033.81912371516,66.41,4925137.098549043,20.53,2610123.264172328,1239979.7353743336
,_result,0,2026-09-03T03:52:33.133Z,78.57,4789580.875585106,20.46,1996900.0142295046,68.19,1463920.2550607366,1332835.2656816677
,_result,0,2026-09-03T03:52:33.163Z,58.95,3994588.6077712546,6.99,6540220.486113197,88.27,3562166.45125628,1242235.089098669
,_result,0,2026-09-03T03:52:43.142Z,59.56,7548428.569547541,66.82,7836577.241188566,80.12,3843862.147372938,2330526.346775229
,_result,0,2026-09-03T03:52:43.172Z,58.85,2490265.2775763003,42.21,3762705.9083432714,7.09,2363780.682551314,1939189.1692734752
,_result,0,2026-09-03T03:52:53.154Z,78.14,2858443.0060134614,99.62,2086418.9487282857,95.64,7612556.699314081,9692418.563958362
,_result,0,2026-09-03T03:52:53.193Z,12.13,7160574.281180189,83.43,4133829.5335669704,14.72,2610889.8841842865,7434052.9899358135
,_result,0,2026-09-03T03:53:03.165Z,73.87,4520165.033935679,43.55,3223947.846908317,51.05,4031032.5039387196,6213469.814928807
,_result,0,2026-09-03T03:53:03.202Z,48,3539551.7581333234,30.4,5983992.545595646,68.02,4848262.3260829635,5300541.434660402
,_result,0,2026-09-03T03:53:13.173Z,86.93,6723636.466953754,20.87,1364061.2904966942,84.49,6553779.101457119,8480191.177104589
,_result,0,2026-09-03T03:53:13.21Z,13.4,3432127.9505108516,83.25,1356450.6413650524,63.23,7518709.422770844,5250703.909838141
,_result,0,2026-09-03T03:53:23.187Z,59.76,991097.3371706278,8.18,6321840.993781312,82.94,7821997.735556101,8072847.657098619
,_result,0,2026-09-03T03:53:23.219Z,48.86,165064.3076190128,66.22,1886417.9907728673,5.91,337360.11608540895,8645130.187287048
,_result,0,2026-09-03T03:53:33.198Z,42.11,6102694.716057323,16.23,9934720.548917025,81.59,4433330.901629958,6636557.889781199
,_result,0,2026-09-03T03:53:33.228Z,56.01,8557147.271203043,54.04,2256480.769657987,48.13,7635671.98584777,5186636.656875136
,_result,0,2026-09-03T03:53:43.206Z,61.55,6755415.108662223,91.26,9869102.790845325,15.86,1933117.8198588183,3501771.483893499
,_result,0,2026-09-03T03:53:43.236Z,66.26,4568808.377892589,24.93,7996731.047224886,37.88,7860368.988802593,1839534.5412567654
,_result,0,2026-09-03T03:53:53.215Z,99.76,4754695.7876116,68.12,2016873.186577155,61.4,4953227.686168208,635860.1723943403
,_result,0,2026-09-03T03:53:53.243Z,86.46,9101717.633381769,31.12,4697108.679464905,41.63,6291893.559346828,3519309.56349074
,_result,0,2026-09-03T03:54:03.223Z,90.9,7207706.84545713,99.25,2662441.4017574782,50.55,6392219.4501458425,4717568.321587631
,_result,0,2026-09-03T03:54:03.251Z,88.24,7642514.635815684,13.41,7626762.36446795,52.75,9023305.238593547,2167415.172411079
,_result,0,2026-09-03T03:54:13.233Z,48.61,358321.0813987403,98.49,666410.4433756535,7.32,395270.5788281208,6388893.6033948595
,_result,0,2026-09-03T03:54:13.259Z,50.36,9107832.594548749,47.18,3231749.7390765115,94.57,3843743.428798294,9744040.486527607
,_result,0,2026-09-03T03:54:23.248Z,61.19,6168365.038610501,76.2,3197590.4756884277,38.51,1274701.4158252256,1670993.2264226412
,_result,0,2026-09-03T03:54:23.275Z,19.89,6727332.3226310015,92.63,6017898.256684276,47.22,7616773.335736387,6975160.734669132
,_result,0,2026-09-03T03:54:33.269Z,45.76,3533150.273322817,48.96,5204127.896565378,4.09,9140628.472795455,5812718.415372755
,_result,0,2026-09-03T03:54:33.303Z,81.11,7338081.906196755,12.48,3796391.3917392134,20.63,3845128.4038631297,3785059.4784353143
,_result,0,2026-09-03T03:54:43.398Z,54.05,291303.91699690785,66.65,3572262.019670426,90.91,3644607.2230572845,305438.83642867533
,_result,0,2026-09-03T03:54:43.924Z,55.84,3302383.5557604632,57.34,9885546.064795665,15.83,3802113.968662264,3117532.8453875184
,_result,0,2026-09-03T03:54:53.425Z,82.99,1248840.9180105398,50.33,5474290.041171809,11.35,2597572.457494872,8513524.988660986
,_result,0,2026-09-03T03:54:53.937Z,66.68,6140676.646340391,22.26,4713626.176023295,78.69,183419.05133526403,4232984.227108087
,_result,0,2026-09-03T03:55:03.434Z,57.98,8424363.060473664,62.06,8413605.525294473,19.95,5202619.322566018,3314363.740562425
,_result,0,2026-09-03T03:55:03.944Z,10.25,7141811.251475638,43.86,4284090.547914828,18.18,6839060.1799464645,9582736.592922784
,_result,0,2026-09-03T03:55:13.442Z,75.49,8610945.975046944,55.54,8942364.0126915,52.63,9765551.129773015,7505431.733674065
,_result,0,2026-09-03T03:55:13.953Z,30.17,9386339.695664136,1.43,3380462.5706678806,16.65,8923327.909473477,633911.3184228551
,_result,0,2026-09-03T03:55:23.451Z,71.78,911770.9571039656,99.74,1814003.9186582912,10.38,7691065.456873241,4064570.2103672223
,_result,0,2026-09-03T03:55:23.96Z,10.5,3455942.0813939944,59.14,2128340.236282407,7.73,1737228.1395696464,9607072.337688789
,_result,0,2026-09-03T03:55:33.458Z,95.79,1114960.2932413672,25.41,9980108.914956441,39.86,1644917.4965418612,7513524.873090454
,_result,0,2026-09-03T03:55:33.97Z,58.55,5782424.299680057,71.5,682927.2449288837,44.2,906667.4172489775,4698905.933520644
,_result,0,2026-09-03T03:55:43.467Z,86.53,7684936.323025327,33.15,329679.5954209353,59.54,8019567.397681144,2537159.8127809116
,_result,0,2026-09-03T03:55:43.977Z,76.08,3953729.9239367642,33.45,9820415.808402224,65.47,1208011.8029518428,3611936.717312675
,_result,0,2026-09-03T03:55:53.475Z,78.47,5279199.01821338,2.65,7986173.643419656,49.42,8331783.05304292,7916980.451098557
,_result,0,2026-09-03T03:55:53.985Z,84.98,8725604.001745222,15.15,7045375.447073663,51.64,1953257.7900877467,1306714.132068779
,_result,0,2026-09-03T03:56:03.483Z,4.33,8550230.234367054,12.87,8279711.264167407,6.29,6909454.353607936,1246929.1341831347
,_result,0,2026-09-03T03:56:03.993Z,0.38,3004732.252154173,80.1,5889329.836606417,56.53,5792573.727671036,4740144.719586592
,_result,0,2026-09-03T03:56:13.495Z,3.05,884969.169004326,97.84,1968373.1641064584,14.16,3622858.662194959,4803894.341002544
,_result,0,2026-09-03T03:56:14.279Z,81.14,809490.1576555147,89.14,4088072.990467403,92.07,8176349.347180143,9315222.31937011
,_result,0,2026-09-03T03:56:23.503Z,19.11,2550218.87903783,63.21,5835561.3142059045,20,6596457.529085709,6231225.750510685
,_result,0,2026-09-03T03:56:24.288Z,33.55,2634967.3070735433,72.92,5315078.864588157,38.02,4750643.547536289,5649151.005210734
,_result,0,2026-09-03T03:56:33.509Z,21.86,6187534.572185328,74.89,5828075.660453547,89.76,9149451.466967244,806467.6632639545
,_result,0,2026-09-03T03:56:34.301Z,5.43,5275063.700647896,51.35,6588177.134880162,88.78,7259133.126836441,3089470.4079110157
,_result,0,2026-09-03T03:56:43.517Z,22.69,4976782.04724198,81.42,7434168.790335637,82.65,8136524.062240367,2941190.9033544194
,_result,0,2026-09-03T03:56:44.309Z,86.64,6990627.317151235,34.6,2701370.065987142,27.4,6492722.29891367,3945682.6707548155
,_result,0,2026-09-03T03:56:53.526Z,61.13,6372676.765509683,95.23,3110172.6435753442,65.65,7357506.681204448,9037195.338252462
,_result,0,2026-09-03T03:56:54.316Z,80.05,6214283.498708945,23.25,9536723.955191508,38.36,7760732.115911569,23791.11463180261
,_result,0,2026-09-03T03:57:03.535Z,3.61,8754878.197918365,85.75,6564513.39047391,60.23,6275671.259434469,8189154.2527953405
,_result,0,2026-09-03T03:57:04.323Z,89.37,8646733.480547592,63.53,5326856.4614304425,99,2213562.956830213,7361347.707344092
,_result,0,2026-09-03T03:57:13.543Z,49.99,136390.1210843266,78.81,5065878.994174148,40.84,6333486.644256209,2579726.147077661
,_result,0,2026-09-03T03:57:14.331Z,2.65,5077790.66391847,34.66,3787437.01211845,89.36,699688.3142241061,2388883.758771425
,_result,0,2026-09-03T03:57:23.55Z,39.47,7715441.895269969,66.36,5532485.395255303,43.89,7582453.29890573,9843829.949100582
,_result,0,2026-09-03T03:57:24.339Z,88.65,5950587.559280245,79.03,2443250.337816034,98.38,1566378.1438982128,2010365.9389058081
,_result,0,2026-09-03T03:57:33.558Z,47.33,4179473.3576741484,81.93,9484921.833416767,46.3,8375633.882614632,3383474.4973070486
,_result,0,2026-09-03T03:57:34.347Z,79.31,29508.63579233243,25.36,1355071.3046338381,41.14,9789212.481530283,4184991.8951784824
,_result,0,2026-09-03T03:57:43.566Z,80.26,5896208.922752934,14.36,6509337.676683987,97.11,2295121.949784947,6581742.755361904
,_result,0,2026-09-03T03:57:44.356Z,82.31,6500141.633437742,35.67,5707760.364464939,75.8,536243.8483220267,2679255.6585744065
,_result,0,2026-09-03T03:57:53.574Z,36.83,4581735.8473674795,14.49,3818380.8452536906,45.67,9461747.687573377,1123885.2623745908
,_result,0,2026-09-03T03:57:54.365Z,87.95,7824570.08047329,30.7,5719426.426817254,85.72,7682185.767125127,6244674.524355656
,_result,0,2026-09-03T03:58:03.582Z,0.21,1816123.0659863937,69.04,984171.8805645672,2.67,100851.83446830514,4400568.916715109
,_result,0,2026-09-03T03:58:04.375Z,52.67,7758294.0965599045,49.59,8009322.529208467,20.72,2840975.505644541,475043.6121542045
,_result,0,2026-09-03T03:58:13.594Z,70.97,6383816.179898268,75.42,9217233.567272825,31.35,8927006.941829719,8336372.424134967
,_result,0,2026-09-03T03:58:14.384Z,27.91,9977809.7924597,46.09,3241083.1588542843,44.69,5811734.644932856,9326959.143238949
,_result,0,2026-09-03T03:58:23.602Z,25.65,5100494.542553547,41.95,5352839.30678695,35.47,474628.3498041859,648003.595190767
,_result,0,2026-09-03T03:58:24.393Z,11.14,7560887.7795932675,75.3,5099224.902133363,74.36,7211295.711546149,3624713.3564614975
,_result,0,2026-09-03T03:58:33.61Z,93.77,8543132.540447226,35.59,4893676.836447664,18.99,158458.2691644565,6685457.744791734
,_result,0,2026-09-03T03:58:34.402Z,8.88,9830898.219786905,84.52,8599776.498293433,6.9,2065188.232807521,3926630.3421134497
,_result,0,2026-09-03T03:58:43.618Z,12.39,635104.9011160393,70.32,1036435.1575318875,73.3,5441056.318674105,1007268.0895144837
,_result,0,2026-09-03T03:58:44.41Z,80.06,9815428.027173933,4.69,1361666.4945400713,87.52,862442.0459423877,6142435.802847206
,_result,0,2026-09-03T03:58:53.625Z,99.52,9061493.962646661,79.54,848095.3458699114,91.76,3261385.144446127,1575288.564164369
,_result,0,2026-09-03T03:58:54.418Z,86.92,1042032.3562064548,51.61,1957816.8249432081,20.68,2604547.814474569,2718236.748229249
,_result,0,2026-09-03T03:59:03.637Z,80.29,6193499.295236198,58.99,8498680.6562429,66.75,4573812.65546138,6900458.128263279
,_result,0,2026-09-03T03:59:04.426Z,90.68,4255618.605434189,57.57,3829056.36220552,96.76,6303258.688929638,5180502.822820603
,_result,0,2026-09-03T03:59:13.644Z,66.36,4121982.934226214,29.7,5181764.3431270635,42.75,3515915.955996155,2950014.9137485544
,_result,0,2026-09-03T03:59:14.436Z,87.3,5551789.462159064,66.86,7081359.735420001,6.02,3451445.6994738164,5666604.225566626
,_result,0,2026-09-03T03:59:23.652Z,96.87,498160.70574454917,8.18,4626584.454093514,99.82,2203295.1087896056,1855236.2386207334
,_result,0,2026-09-03T03:59:24.445Z,78.44,9778519.087974902,83.13,8200476.381554716,24.15,3899257.667645456,1473121.2455315767
,_result,0,2026-09-03T03:59:33.66Z,19.43,5327238.837959875,85.79,2249993.8843891066,65.88,2557722.8630944584,8026017.785449986
,_result,0,2026-09-03T03:59:34.453Z,90.63,1275399.7870372424,36.2,3826398.0967453304,29.15,1061375.0493899188,1225784.5051020244
,_result,0,2026-09-03T03:59:43.668Z,18.61,1945098.8456935459,57.37,299708.9417985188,35.03,2499855.748211096,1335613.6037746258
,_result,0,2026-09-03T03:59:44.46Z,68.29,5538251.381074093,10.7,7949653.475941559,13.9,7771065.01787301,9517424.832794558
,_result,0,2026-09-03T03:59:53.677Z,44.67,9371908.733558014,12.99,1980349.2750985706,93.49,2291554.923365605,9695190.622358033
,_result,0,2026-09-03T03:59:54.468Z,61.26,5453087.760909255,84.76,6157353.844857868,64.5,5856594.368501321,2173601.822487311
,_result,0,2026-09-03T04:00:03.684Z,0.48,9079627.688449368,78.12,6490829.942873558,23.54,4721041.524971738,7416768.224371977
,_result,0,2026-09-03T04:00:04.475Z,11.4,2743992.11151333,26.24,9958876.15009422,86.75,3440986.1545240683,8849016.678619996
,_result,0,2026-09-03T04:00:13.694Z,87.42,9546433.681430396,7.92,6275221.586632128,64.15,2887256.5236339252,3114180.3919110955
,_result,0,2026-09-03T04:00:14.483Z,74.93,8966661.784345418,49.72,4912846.874821517,46.44,4171993.521037409,5707869.5806235345
,_result,0,2026-09-03T04:00:23.702Z,79.22,1861168.6611267098,36.13,9523965.68519558,61.94,4809024.299771445,2379620.3003421966
,_result,0,2026-09-03T04:00:24.492Z,54.63,665513.1194105812,69.73,9004115.438874623,14.02,1788810.602546581,1806195.3252918439
